REFID,PONO,PRNO,DESCRIPTION,TYPE/DRAWING,QUANTITY,UNIT OF MEASURE,REASON,CONFIRMED BY,DATE CONFIRMED,NOTES
1153,1900201238,513582771,SOLDERING IRON,H-250,2,PCS,STOP PRODUCTION,minako fukuura,16/8/2021,-
